CustomerKey,Full name,Gender,Date FirstPurchase,BirthDate,Customer City
15758,ArturoAndersen,Male,2014-01-05,1969-05-22,South Melbourne
15759,ErinBrooks,Feamle,2013-03-21,1979-05-07,Beaverton
15760,RichardJames,Male,2013-03-23,1979-11-01,N. Vancouver
15761,XavierThompson,Male,2013-10-03,1980-04-16,Newton
15762,GarrettStewart,Male,2013-06-25,1979-11-05,Oak Bay
15763,XavierYoung,Male,2012-09-08,1980-01-22,Walla Walla
15764,LouisGuo,Male,2012-12-07,1964-12-12,Warrnambool
15765,GilbertDeng,Male,2012-12-22,1965-04-16,Bendigo
15766,PriscillaBlack,Feamle,2013-01-29,1965-02-12,Melton
15767,GeorgePrasad,Male,2012-12-21,1970-05-20,Seaford
15768,VictoriaWalker,Feamle,2012-10-05,1972-05-25,Lakewood
15769,KellyColeman,Feamle,2012-10-05,1971-11-06,Lemon Grove
15770,XavierBrooks,Male,2012-10-12,1983-04-06,Spring Valley
15771,MariaDiaz,Feamle,2012-10-23,1963-07-23,Lebanon
15772,ChristopherAnderson,Male,2013-07-19,1968-03-09,San Gabriel
15773,DylanJenkins,Male,2013-07-27,1963-04-02,Lincoln Acres
15774,NatalieKelly,Feamle,2013-04-08,1968-02-24,Redmond
15775,MichelleWard,Feamle,2013-08-17,1979-12-13,Bellingham
15776,JesseMitchell,Male,2013-05-26,1979-09-06,Newport Beach
15777,BriannaSmith,Feamle,2013-04-20,1968-01-18,Seattle
15778,JoséMiller,Male,2012-10-21,1962-11-07,Everett
15779,JacksonHayes,Male,2013-05-21,1973-08-14,Bremerton
15780,ClaudiaMcDonald,Feamle,2012-10-10,1968-05-10,Burbank
15781,BlakeEvans,Male,2012-10-17,1962-09-30,San Francisco
15782,KatelynCollins,Feamle,2013-12-15,1968-11-19,Yakima
15783,DavidAlexander,Male,2013-07-10,1973-01-07,Hobart
15784,RebekahVazquez,Feamle,2012-12-14,1973-03-03,Rockhampton
15785,EdwinZhang,Male,2012-11-29,1967-10-24,Melton
15786,MarshallAndersen,Male,2012-12-27,1968-05-02,Geelong
15787,CynthiaGonzalez,Feamle,2013-04-26,1966-11-18,St. Leonards
15788,BarbaraLi,Feamle,2012-12-17,1971-09-15,Melbourne
15789,SteveSchmidt,Feamle,2012-12-01,1972-02-12,Rockhampton
15790,ColinXu,Male,2012-12-12,1965-12-13,Hobart
15791,MeganLong,Feamle,2013-03-11,1966-03-20,Sydney
15792,ErnestZhou,Male,2012-12-03,1976-08-05,Perth
15793,ReneeNavarro,Feamle,2012-12-17,1976-04-08,Coffs Harbour
15794,TonyaChander,Feamle,2013-03-23,1981-12-15,Rockhampton
15795,DianeMunoz,Feamle,2013-04-13,1970-07-16,Springwood
15796,EdwardHayes,Male,2013-12-24,1970-11-08,Sunbury
15797,IsaacCox,Male,2012-11-29,1970-09-25,Wollongong
15798,AnneMunoz,Feamle,2013-04-12,1970-03-19,Cranbourne
15799,VictoriaAnderson,Feamle,2012-12-12,1964-07-11,Bendigo
15800,AlbertoSerrano,Male,2012-11-29,1970-12-07,Lane Cove
15801,KatrinaShen,Feamle,2012-12-26,1969-05-12,East Brisbane
15802,BridgetKumar,Feamle,2012-12-24,1979-10-18,Rhodes
15803,BradleyGoel,Male,2013-07-28,1968-04-16,Melbourne
15804,BrittneyLiu,Feamle,2013-12-12,1968-02-17,Newcastle
15805,DawnLin,Feamle,2013-12-09,1967-08-30,Springwood
15806,DevinAllen,Male,2013-02-26,1973-01-02,Wollongong
15807,ScotSchulte,Male,2013-03-31,1972-10-29,Matraville
15808,NatashaBlanco,Feamle,2012-12-03,1966-07-19,Warrnambool
15809,ChristianSharma,Male,2013-02-22,1966-03-15,Port Macquarie
15810,ReginaKapoor,Feamle,2013-04-07,1971-09-03,Seaford
15811,BarbaraSchultz,Male,2013-04-06,1971-05-02,Silverwater
15812,LoganAllen,Male,2013-05-20,1964-10-07,Gold Coast
15813,JulianDiaz,Male,2013-09-12,1982-01-30,Redwood City
15814,MonicaSubram,Feamle,2013-10-10,1981-10-14,Burlingame
15815,NicolePrice,Feamle,2013-04-19,1980-07-24,Langford
15816,VictoriaMiller,Feamle,2013-02-21,1981-11-17,Haney
15817,ChloeAlexander,Feamle,2013-05-13,1982-01-05,Beaverton
15818,StanleyPerez,Male,2013-12-15,1982-01-16,Bellingham
15819,SavannahCox,Feamle,2013-09-10,1986-03-15,Puyallup
15820,ChaseWard,Male,2013-02-02,1986-04-01,Issaquah
15821,LoganAnderson,Male,2013-02-03,1986-06-25,West Covina
15822,DamienZhu,Male,2013-06-22,1944-04-17,Findon
15823,SharonTang,Feamle,2013-05-15,1944-03-23,Bendigo
15824,LindsayKumar,Feamle,2013-03-16,1982-11-30,Colma
15825,AngelaSimmons,Feamle,2014-01-14,1981-12-02,Seattle
15826,MarissaPrice,Feamle,2013-02-16,1984-07-08,Metchosin
15827,DanielleWard,Feamle,2012-10-19,1984-11-03,Edmonds
15828,RobynRamos,Feamle,2013-05-02,1945-05-20,Findon
15829,DevinDiaz,Male,2013-05-03,1944-11-13,Melbourne
15830,NaomiAlonso,Feamle,2012-12-20,1945-08-13,Matraville
15831,OmarHe,Male,2012-12-05,1945-08-13,North Sydney
15832,ManuelMartinez,Male,2012-12-24,1946-10-02,Cloverdale
15833,TabithaKovar,Feamle,2012-12-10,1948-09-20,South Melbourne
15834,RebeccaGreen,Feamle,2012-10-14,1981-09-22,Walla Walla
15835,MarcusSmith,Male,2013-12-06,1981-10-25,Downey
15836,DevinJackson,Male,2013-10-14,1981-10-13,National City
15837,JuliaJohnston,Feamle,2013-07-15,1981-04-19,Bremerton
15838,JuliaTaylor,Feamle,2013-04-29,1985-02-13,Fremont
15839,WilliamTaylor,Male,2013-05-06,1979-11-18,Santa Monica
15840,NataliePeterson,Feamle,2012-10-04,1977-08-25,W. Linn
15841,LuisShan,Male,2012-10-12,1983-05-11,Los Angeles
15842,HaleyGray,Feamle,2012-10-14,1983-01-09,Spokane
15843,CalebWright,Male,2012-10-18,1974-05-02,Yakima
15844,MeganBrown,Feamle,2012-10-21,1974-06-24,Grossmont
15845,MackenzieCarter,Feamle,2012-10-22,1974-06-17,Milwaukie
15846,JulianFlores,Male,2013-07-11,1979-09-06,Metchosin
15847,EdwardWhite,Male,2013-05-14,1979-05-10,Westminster
15848,GabrielleHernandez,Feamle,2013-12-27,1979-08-24,Portland
15849,DestinyKelly,Feamle,2013-06-13,1972-08-29,Spokane
15850,RachelBradley,Feamle,2013-07-05,1978-10-04,Victoria
15851,TaylorAnderson,Feamle,2012-09-28,1972-12-18,Everett
15852,OscarHenderson,Male,2012-10-18,1978-08-22,Santa Cruz
15853,JasmineBrown,Feamle,2013-06-27,1972-08-21,Mill Valley
15854,MirandaWood,Feamle,2013-06-13,1973-02-24,Downey
15855,NoahJones,Male,2013-09-30,1968-10-14,Santa Cruz
15856,LuisGonzales,Male,2013-01-28,1973-08-02,Langford
15857,IsabellaWhite,Feamle,2013-10-23,1964-12-03,Chula Vista
15858,JonathanParker,Male,2013-07-22,1964-12-12,Concord
15859,AbigailRamirez,Feamle,2013-04-22,1964-09-01,Victoria
15860,JoeMoreno,Male,2012-10-01,1978-04-19,Bellingham
15861,DamienZhao,Male,2013-02-01,1977-11-23,Berkeley
15862,SriniwaNarayanan,Feamle,2012-10-15,1978-06-06,Burbank
15863,AdamScott,Male,2013-04-06,1979-01-31,Metchosin
15864,LaurenBailey,Feamle,2013-05-08,1984-10-16,Vancouver
15865,IsabelPrice,Feamle,2012-10-22,1976-10-11,Palo Alto
15866,AbigailWhite,Feamle,2013-03-14,1981-12-30,N. Vancouver
15867,VictoriaWhite,Feamle,2013-12-13,1976-08-07,Puyallup
15868,CalebLal,Male,2013-05-19,1976-12-10,Sooke
15869,AlexandraHall,Feamle,2013-03-05,1977-06-20,Port Orchard
15870,ZoeHoward,Feamle,2013-05-18,1976-11-29,Corvallis
15871,RyanJai,Male,2013-03-29,1977-06-22,Puyallup
15872,GabriellaGonzalez,Feamle,2013-11-02,1983-09-29,Victoria
15873,HaileyRichardson,Feamle,2012-10-24,1983-10-16,Grossmont
15874,SamuelMartin,Male,2013-02-27,1949-12-10,Sooke
15875,DevinMorris,Male,2013-04-08,1949-08-16,Santa Monica
15876,EduardoTurner,Male,2013-07-10,1950-04-17,Metchosin
15877,JordanPerez,Male,2013-12-26,1956-10-07,Berkeley
15878,KevinFlores,Male,2013-03-11,1950-10-21,Oak Bay
15879,TylerWilson,Male,2013-04-06,1950-11-18,Sooke
15880,PatrickBailey,Male,2013-03-16,1951-05-13,Spokane
15881,DestinyWilliams,Feamle,2013-03-08,1951-02-17,Newton
15882,MauriceXie,Male,2012-09-28,1951-05-01,Beaverton
15883,TristanColeman,Male,2013-04-04,1951-05-13,Coronado
15884,DakotaBradley,Male,2013-05-07,1951-01-04,Daly City
15885,GarrettSanchez,Male,2012-10-30,1951-11-15,Sedro Woolley
15886,MatthewBrown,Male,2012-11-24,1951-10-16,Lemon Grove
15887,DeannaVazquez,Feamle,2013-12-25,1952-02-09,Bremerton
15888,AmandaRichardson,Feamle,2012-11-27,1951-11-02,Marysville
15889,RobertWright,Male,2013-07-19,1952-05-17,Haney
15890,JamesRussell,Male,2012-11-20,1952-08-26,Downey
15891,JordanLopez,Male,2013-12-26,1952-12-08,La Jolla
15892,PamelaSrini,Feamle,2012-10-28,1964-07-05,Ballard
15893,YolandaXu,Feamle,2012-11-10,1954-05-15,Bellingham
15894,JoannaGutierrez,Feamle,2013-04-05,1970-05-06,Bellingham
15895,SophiaParker,Feamle,2013-06-24,1970-05-06,El Cajon
15896,SamuelJones,Male,2013-09-04,1953-12-15,Palo Alto
15897,HaleyCooper,Feamle,2012-11-04,1953-09-14,Woodland Hills
15898,IsaiahGonzalez,Male,2013-11-05,1954-10-29,Yakima
15899,IanJames,Male,2012-11-20,1954-12-29,Santa Monica
15900,WyattRoberts,Male,2013-03-08,1961-03-24,Haney
15901,TaylorBryant,Feamle,2012-11-02,1955-08-27,Everett
15902,RobertDiaz,Male,2012-11-02,1955-10-23,Port Orchard
15903,AbigailBarnes,Feamle,2012-11-27,1956-01-06,Berkeley
15904,JaniceBennett,Feamle,2012-11-15,1955-07-25,Chula Vista
15905,TaylorTaylor,Feamle,2013-07-12,1956-10-15,Langley
15906,KaitlynLewis,Feamle,2013-07-11,1956-09-02,Sooke
15907,StevenBailey,Male,2013-10-01,1956-10-15,Yakima
15908,DavidWilson,Male,2012-11-26,1973-09-12,Imperial Beach
15909,CassidyRoss,Feamle,2012-11-21,1957-03-06,Lakewood
15910,CalebHughes,Male,2013-03-22,1956-12-05,San Carlos
15911,MariaBaker,Feamle,2013-10-07,1963-04-23,Bremerton
15912,MyaSimmons,Feamle,2013-06-06,1957-09-04,Santa Monica
15913,AntonioHughes,Male,2013-03-27,1957-12-14,Newton
15914,LoganBryant,Male,2012-11-16,1963-08-19,Puyallup
15915,AlexCox,Male,2012-10-28,1958-01-08,La Jolla
15916,BrandonWalker,Male,2013-08-04,1958-01-11,Royal Oak
15917,EmilyWhite,Feamle,2013-08-18,1958-03-20,Cliffside
15918,RobertoRuiz,Male,2012-11-02,1957-08-02,Burien
15919,RebekahPrasad,Feamle,2013-08-03,1963-11-04,Kirkby
15920,ColinWu,Male,2012-09-26,1963-02-11,Chatou
15921,DonaldPatel,Male,2012-09-02,1968-11-22,Chatou
15922,RogerKumar,Male,2013-02-16,1968-10-12,High Wycombe
15923,RicardoRaje,Male,2012-08-31,1967-10-04,Lieusaint
15924,OmarWang,Male,2012-09-14,1961-12-18,Orleans
15925,StanleySubram,Male,2012-09-14,1961-12-25,Versailles
15926,DonnaDeng,Feamle,2012-03-01,1961-08-11,Berlin
15927,GilbertHuang,Male,2012-03-07,1962-06-03,Berlin
15928,PriscillaPal,Feamle,2012-03-22,1961-11-05,Neunkirchen
15929,KarlaRaji,Feamle,2012-01-10,1962-02-07,Maidenhead
15930,TiffanyHe,Feamle,2013-09-06,1960-09-29,Paris
15931,MicahXu,Male,2012-09-26,1960-07-07,Verrieres Le Buisson
15932,TabithaJimenez,Feamle,2012-03-06,1961-03-10,Sulzbach Taunus
15933,ClintonDominguez,Male,2012-01-23,1966-01-30,Milton Keynes
15934,NicholeRaji,Feamle,2012-11-20,1961-09-25,Bellingham
15935,AmberKing,Feamle,2013-04-18,1944-10-24,Beaverton
15936,AbigailJohnson,Feamle,2013-11-01,1939-01-12,Woodburn
15937,GraceLewis,Feamle,2012-10-29,1970-11-09,Bellingham
15938,SeanCollins,Male,2013-10-25,1976-07-05,Redmond
15939,JenniferBrown,Feamle,2013-07-02,1970-08-11,Tacoma
15940,JackBryant,Male,2013-02-27,1971-05-27,Woodburn
15941,BaileyBrooks,Feamle,2012-11-24,1970-08-26,Fremont
15942,LucasRodriguez,Male,2013-07-08,1975-08-06,Sooke
15943,RichardWatson,Male,2013-03-20,1969-07-17,Victoria
15944,DamienLu,Male,2012-11-05,1969-11-09,Bremerton
15945,AlexandriaKelly,Feamle,2013-07-31,1975-06-21,Puyallup
15946,WyattWilson,Male,2013-04-22,1970-01-17,Bellflower
15947,MichelleBlue,Feamle,2013-08-30,1970-04-11,Chula Vista
15948,AngelaHughes,Feamle,2012-10-30,1970-05-20,Lemon Grove
15949,KatherineGreen,Feamle,2012-12-23,1975-09-07,Mill Valley
15950,ErinPeterson,Feamle,2013-10-09,1961-07-14,Lebanon
15951,JennaBaker,Feamle,2013-04-21,1962-04-12,Seattle
15952,EvanCooper,Male,2012-12-16,1961-12-18,Sedro Woolley
15953,JulioMoreno,Male,2012-12-05,1939-10-09,Bellflower
15954,MarshallDeng,Male,2012-12-16,1980-02-20,Bellflower
15955,NeilOrtega,Male,2013-06-09,1974-11-13,Burlingame
15956,RyanLi,Male,2013-11-27,1974-05-13,Oakland
15957,SamuelRoss,Male,2013-07-22,1969-05-14,Redwood City
15958,NicoleRoss,Feamle,2013-05-23,1967-10-04,Burien
15959,LoganRodriguez,Male,2012-12-27,1967-08-30,Redmond
15960,BriannaBryant,Feamle,2013-12-25,1968-04-06,Daly City
15961,AshleyWalker,Feamle,2012-12-04,1978-10-17,Santa Cruz
15962,BenjaminWinter,Male,2013-11-23,1972-01-08,Portland
15963,MadisonSmith,Feamle,2013-04-03,1978-01-30,Puyallup
15964,StevenCox,Male,2012-12-07,1972-09-29,La Jolla
15965,JenniferWatson,Feamle,2012-12-16,1966-12-16,San Gabriel
15966,NatalieFoster,Feamle,2013-08-30,1961-02-11,Salem
15967,DakotaDiaz,Male,2013-05-15,1960-12-13,Burien
15968,EdwardGonzalez,Male,2012-12-16,1966-04-17,Woodland Hills
15969,SeanMurphy,Male,2012-11-30,1977-05-24,Milwaukie
15970,SamuelThompson,Male,2013-05-28,1965-09-02,Beverly Hills
15971,RyanJenkins,Male,2013-06-19,1941-02-22,Kirkland
15972,CaitlinBailey,Feamle,2012-11-30,1941-03-31,Burbank
15973,ChristopherGarcia,Male,2013-12-03,1942-05-23,Sedro Woolley
15974,MarcusGreen,Male,2013-02-21,1965-12-10,Langley
15975,GabrielleCollins,Feamle,2013-09-18,1971-09-21,Bellingham
15976,KristopherPatel,Male,2012-12-09,1965-11-21,Bremerton
15977,JuliaHarris,Feamle,2013-10-28,1965-09-12,Burien
15978,XavierWalker,Male,2013-11-23,1966-05-18,Edmonds
15979,NicoleCook,Feamle,2013-06-26,1965-12-12,Lynnwood
15980,GabrielleMorgan,Feamle,2012-12-13,1965-11-19,Port Orchard
15981,GabrielPowell,Male,2013-05-04,1965-09-11,W. Linn
15982,JoseEvans,Male,2013-10-01,1965-11-19,Beverly Hills
15983,AlexisRoss,Feamle,2012-12-10,1966-03-15,San Carlos
15984,NathanWright,Male,2012-12-12,1965-12-20,Santa Monica
15985,DevinJohnson,Male,2012-12-25,1965-12-16,Spring Valley
15986,DaltonSanchez,Male,2012-12-05,1960-03-10,Chula Vista
15987,NicoleKelly,Feamle,2012-12-21,1971-03-21,Tacoma
15988,EdwardMoore,Male,2013-10-26,1959-11-09,Portland
15989,SavannahCampbell,Feamle,2012-12-01,1965-11-15,Burlingame
15990,EduardoRichardson,Male,2012-12-20,1964-05-21,La Jolla
15991,DavidTaylor,Male,2012-12-07,1958-07-19,Renton
15992,IsabelleAlexander,Feamle,2012-12-26,1958-10-20,San Carlos
15993,SpencerColeman,Male,2013-05-23,1958-11-19,Newton
15994,OliviaBlue,Feamle,2012-12-15,1958-05-01,Burien
15995,KaitlynJohnson,Feamle,2013-08-14,1957-11-23,Downey
15996,EmilyBarnes,Feamle,2013-05-15,1963-02-23,Port Hammond
15997,MelissaJenkins,Feamle,2013-08-09,1948-09-07,Oak Bay
15998,MarissaFlores,Feamle,2013-09-08,1942-11-06,Chula Vista
15999,MariaHill,Feamle,2013-09-06,1943-01-20,Port Orchard
16000,GabrielleRamirez,Feamle,2013-08-09,1943-03-27,Westminster
16001,RicardoPal,Male,2013-03-08,1943-04-24,Burbank
16002,PaigeHayes,Feamle,2013-03-03,1942-08-10,W. Linn
16003,CarolRobinson,Feamle,2013-04-03,1943-04-26,Oakland
16004,JoeMartinez,Male,2013-09-11,1944-05-18,Bremerton
16005,JordanHill,Male,2013-02-09,1944-04-05,Haney
16006,AngelicaHenderson,Feamle,2013-05-27,1944-01-11,Spring Valley
16007,JanelleGonzalez,Feamle,2013-08-29,1945-03-30,Bremerton
16008,MorganAllen,Feamle,2014-01-11,1945-01-12,Kirkland
16009,MatthewMartinez,Male,2013-08-01,1945-03-14,Vancouver
16010,NicoleWood,Feamle,2013-07-29,1945-08-13,Grossmont
16011,MariaMurphy,Feamle,2013-08-28,1946-03-06,Royal Oak
16012,GraceCooper,Feamle,2013-04-27,1974-01-29,Shawnee
16013,XavierWilliams,Male,2013-02-17,1974-01-18,Beaverton
16014,ChristopherWilson,Male,2013-08-02,1979-03-05,Burbank
16015,JessicaCooper,Feamle,2013-01-21,1984-08-02,Lemon Grove
16016,BradleyShe,Male,2013-07-03,1950-02-09,Seaford
16017,JeremyRamirez,Male,2013-07-31,1984-11-08,Novato
16018,EmmaHenderson,Feamle,2013-02-04,1984-10-29,San Carlos
16019,AmberHernandez,Feamle,2013-08-10,1984-08-01,Torrance
16020,ThomasDiaz,Male,2013-05-06,1984-02-23,Langford
16021,ShelbySanchez,Feamle,2013-06-27,1984-04-24,N. Vancouver
16022,DevinHernandez,Male,2013-08-06,1984-01-17,Ballard
16023,WillieZhang,Male,2013-04-12,1953-01-13,Bendigo
16024,IsaacHill,Male,2014-01-09,1984-02-14,Marysville
16025,JorgeSun,Male,2012-12-03,1950-09-04,Lavender Bay
16026,ByronJiménez,Male,2012-12-05,1952-01-07,St. Leonards
16027,AnneVazquez,Feamle,2012-12-07,1957-08-11,Caloundra
16028,CodyCooper,Male,2012-12-09,1951-07-28,Sydney
16029,AbbyPatel,Feamle,2012-12-20,1952-05-07,Springwood
16030,MaxMartin,Male,2013-10-29,1952-11-17,Hervey Bay
16031,IanAllen,Male,2012-12-03,1953-04-08,Townsville
16032,ColinChavez,Male,2013-02-23,1959-01-11,Coffs Harbour
16033,EricaLin,Feamle,2012-01-08,1977-04-13,London
16034,PamelaSuri,Feamle,2013-11-25,1968-06-09,Frankfurt am Main
16035,SebastianMorgan,Male,2014-01-14,1978-12-12,Esher-Molesey
16036,MariaLong,Feamle,2013-04-18,1967-06-02,York
16037,MelissaKelly,Feamle,2013-06-13,1966-11-05,Werne
16038,RoySai,Male,2013-08-22,1978-01-02,Leeds
16039,SteveYang,Male,2013-02-18,1966-11-03,Bonn
16040,CaseyGill,Male,2013-03-03,1979-04-02,Paris
16041,PedroRaman,Male,2013-01-29,1966-11-05,Saint Germain en Laye
16042,IanHall,Male,2013-06-29,1942-01-18,Versailles
16043,MathewRomero,Male,2013-05-13,1980-03-05,Bracknell
16044,ConnieRai,Feamle,2013-03-17,1964-03-08,Berlin
16045,EvelynSara,Feamle,2012-01-20,1969-06-30,Milton Keynes
16046,RobynGomez,Feamle,2012-01-03,1969-08-16,Wokingham
16047,TaylorJohnson,Feamle,2013-11-28,1968-07-05,Saarlouis
16048,KelliYang,Feamle,2013-04-16,1979-05-04,Hamburg
16049,AshleeNara,Feamle,2013-07-05,1968-05-08,Grevenbroich
16050,ReginaldMoreno,Male,2013-03-07,1962-09-08,Warrington
16051,LeonardXu,Male,2012-09-12,1973-03-14,Lille
16052,DannyGutierrez,Male,2012-09-04,1962-05-06,Paris
16053,FrederickPerez,Male,2012-01-26,1967-06-15,Runcorn
16054,HectorOrtega,Male,2012-01-07,1961-12-17,Wokingham
16055,RyanLee,Male,2013-04-13,1961-06-17,Neunkirchen
16056,AlisonShan,Feamle,2013-09-25,1966-09-17,Morangis
16057,MicheleGomez,Feamle,2013-02-12,1966-12-10,München
16058,MargaretZhang,Feamle,2013-05-01,1965-05-31,London
16059,JésusCarlson,Male,2013-03-18,1944-04-09,Grevenbroich
16060,AntonioGriffin,Male,2014-01-23,1976-04-25,West Covina
16061,MiguelButler,Male,2013-08-12,1981-07-02,Concord
16062,KatherineJohnson,Feamle,2013-12-17,1981-06-05,Tacoma
16063,FranciscoKapoor,Male,2013-07-19,1981-07-12,Berkeley
16064,IsabellaGriffin,Feamle,2013-08-28,1974-08-29,Santa Cruz
16065,MakaylaTorres,Feamle,2013-09-10,1975-01-18,National City
16066,AlexRamirez,Male,2013-09-12,1980-07-19,Long Beach
16067,MariaButler,Feamle,2013-09-01,1980-04-16,Spokane
16068,JerryShen,Male,2013-09-18,1974-08-31,Ballard
16069,BriannaHall,Feamle,2013-09-12,1975-03-04,Mill Valley
16070,SierraPhillips,Feamle,2014-01-05,1975-06-21,National City
16071,TaylorRodriguez,Feamle,2013-09-10,1976-07-09,Haney
16072,CalebEvans,Male,2013-10-12,1982-10-08,Beaverton
16073,MirandaBryant,Feamle,2013-12-12,1977-06-10,Kirkland
16074,CalebRoberts,Male,2013-05-16,1977-05-11,Puyallup
16075,AlexisJohnson,Feamle,2013-10-26,1977-01-22,Walla Walla
16076,CatherineRogers,Feamle,2014-01-15,1982-06-12,Yakima
16077,StephanieRogers,Feamle,2013-09-19,1982-05-28,Burbank
16078,NicoleJames,Feamle,2013-09-11,1977-03-05,Grossmont
16079,NatalieCarter,Feamle,2013-09-09,1977-03-06,Santa Cruz
16080,OscarPatterson,Male,2013-09-08,1974-01-29,Long Beach
16081,ArturoCai,Male,2013-10-26,1973-09-18,Bellflower
16082,AutumnZeng,Feamle,2013-06-27,1979-05-19,Bellingham
16083,MindyRaje,Feamle,2013-06-18,1972-12-30,Burnaby
16084,AllisonWright,Feamle,2013-12-15,1973-05-16,Lake Oswego
16085,TrevorGonzales,Male,2013-02-07,1975-07-10,Haney
16086,CharlesWatson,Male,2013-10-28,1975-11-08,Bellflower
16087,MicahChen,Male,2013-10-14,1975-12-11,Berkeley
16088,BryceSanders,Male,2013-05-21,1973-01-06,Beaverton
16089,LucasBrooks,Male,2013-05-20,1973-01-30,Royal Oak
16090,EmmaWhite,Feamle,2013-10-15,1972-12-31,Port Hammond
16091,AlyssaLewis,Feamle,2013-06-26,1983-10-19,Downey
16092,JessicaBryant,Feamle,2013-09-24,1971-07-02,Everett
16093,KaitlynMorris,Feamle,2013-09-28,1971-08-30,Novato
16094,KaylaBrown,Feamle,2013-09-14,1977-11-08,Santa Cruz
16095,MarcusGarcia,Male,2013-10-07,1971-08-11,El Cajon
16096,KennethShe,Male,2013-03-01,1974-07-25,Burnaby
16097,JessicaStewart,Feamle,2013-01-30,1975-05-05,Cliffside
16098,JasmineDiaz,Feamle,2013-01-23,1975-03-06,Victoria
16099,JulianJenkins,Male,2013-11-29,1980-08-05,Seattle
16100,JoseJohnson,Male,2013-10-06,1980-03-30,Colma
16101,MaryLopez,Feamle,2013-10-14,1975-03-19,Fremont
16102,MarcusAlexander,Male,2013-09-20,1971-02-11,Colma
16103,HaleyHill,Feamle,2013-02-27,1982-04-06,Royal Oak
16104,JordanHernandez,Feamle,2013-10-28,1971-05-04,Marysville
16105,KristyDiaz,Feamle,2013-09-29,1970-08-04,Beaverton
16106,IanBarnes,Male,2013-06-04,1970-09-18,Royal Oak
16107,JordanEdwards,Feamle,2013-05-14,1980-10-14,Walla Walla
16108,BryceHoward,Male,2013-10-19,1975-06-21,Edmonds
16109,AdamTurner,Male,2013-10-25,1970-01-02,N. Vancouver
16110,BrandonLong,Male,2013-10-24,1969-12-29,Victoria
16111,AllisonGreen,Feamle,2013-10-05,1980-02-02,Lake Oswego
16112,FrankMunoz,Male,2013-10-01,1968-09-01,Berkeley
16113,RogerLal,Male,2013-10-12,1979-08-09,Burlingame
16114,GavinRoss,Male,2013-10-17,1968-09-10,Glendale
16115,JenniferDiaz,Feamle,2013-03-28,1973-12-11,Mill Valley
16116,BegoñaHurtado,Male,2013-10-25,1973-12-04,National City
16117,BradLal,Male,2013-11-21,1968-05-01,Bellingham
16118,JamesWright,Male,2013-10-21,1968-03-02,Oakland
16119,HaileyWatson,Feamle,2013-02-08,1967-03-12,Corvallis
16120,BryceRamirez,Male,2013-10-30,1977-10-08,Daly City
16121,KaitlynRoss,Feamle,2013-11-23,1966-11-01,Metchosin
16122,JasonPhillips,Male,2013-10-06,1967-06-15,Beverly Hills
16123,NataliePatterson,Feamle,2013-11-05,1967-01-05,Haney
16124,EduardoMurphy,Male,2013-11-18,1967-05-03,Oak Bay
16125,VictoriaWatson,Feamle,2013-12-03,1966-09-03,Port Hammond
16126,FaithKelly,Feamle,2013-09-29,1967-01-14,Novato
16127,AmandaEdwards,Feamle,2013-10-14,1983-03-10,Burlingame
16128,DestinyWard,Feamle,2013-12-13,1977-12-18,Langford
16129,JordynRussell,Feamle,2013-11-12,1966-04-10,Portland
16130,MikeSeamans,Feamle,2013-09-11,1971-12-21,Beverly Hills
16131,AlbertRomero,Male,2013-11-05,1965-11-11,Burbank
16132,SierraNelson,Feamle,2013-01-18,1971-11-30,Royal Oak
16133,DylanSimmons,Male,2013-02-07,1978-08-09,Langford
16134,RoyHernandez,Male,2013-04-26,1972-12-03,Beaverton
16135,ChelseaRaman,Feamle,2013-11-04,1972-12-28,Beaverton
16136,GeorgeSrini,Male,2013-11-27,1972-12-01,Bremerton
16137,TimothyKing,Male,2013-11-09,1972-09-11,Olympia
16138,DavidButler,Male,2013-11-05,1972-08-08,Downey
16139,JacquelineAlexander,Feamle,2013-11-09,1971-08-22,West Covina
16140,SethHarris,Male,2013-03-25,1971-04-01,Oak Bay
16141,ShelbyRamirez,Feamle,2013-10-30,1966-05-01,Santa Monica
16142,SophiaKing,Feamle,2013-11-06,1964-07-10,Tacoma
16143,SaraEvans,Feamle,2013-04-15,1964-09-15,Imperial Beach
16144,PatrickKelly,Male,2013-10-15,1970-11-30,Kirkland
16145,SydneyAnderson,Feamle,2013-10-04,1965-04-23,Puyallup
16146,JacquelynSaunders,Feamle,2013-10-17,1964-08-20,Bellingham
16147,NathanGriffin,Male,2013-10-26,1964-05-23,Lemon Grove
16148,KarenWalker,Feamle,2013-09-29,1963-09-23,Long Beach
16149,DaltonPerry,Male,2013-05-30,1963-08-29,Langley
16150,NicoleThompson,Feamle,2013-11-11,1974-08-09,La Jolla
16151,ChloeSanchez,Feamle,2013-11-01,1968-12-30,Yakima
16152,KatherineEvans,Feamle,2013-10-20,1969-11-12,San Gabriel
16153,EricJai,Male,2013-08-12,1963-10-09,Lynnwood
16154,JenniferScott,Feamle,2013-07-11,1964-06-04,San Francisco
16155,JoanJenkins,Feamle,2012-12-05,1974-10-08,Cranbourne
16156,JavierHernandez,Male,2012-12-27,1975-03-11,Silverwater
16157,CindyRaman,Feamle,2012-12-17,1985-10-21,Sydney
16158,KathleenGomez,Feamle,2012-12-06,1975-01-18,Perth
